sku,category,brand,warehouse_zone,supplier,supplier_contact,last_sale_date,last_audit_date,restock_date,stock_on_hand,units_sold_30d,sell_through_rate,unit_cost_inr,mrp_inr,reorder_point,lead_time_days,is_active
BEA-26907,Beauty,AlphaEdge,Zone C,GlobalTrade Ltd,contact124@globaltradeltd.com,2024-11-01,,2026-06-26,422.0,36,0.26267140091203944,1465368.0,796426.2952621474,17.0,27,True
SPO-18350,Sports & Outdoors,TrueForm,Zone A,LocalSource,contact680@localsource.com,2024-06-10,2025-06-18,2026-09-14,217.0,280,0.4296656794399981,245.0,326.52964049760413,150.0,33,True
ELE-22110,Electronics,SwiftBrand,zone a,LocalSource,contact140@localsource.com,2024-06-02,2025-12-05,2026-06-24,194.0,72,0.1406695849099603,1991567.0,4050011.980252279,168.0,36,True
AUT-29454,Automotive,TrueForm,Zone A,LocalSource,contact751@localsource.com,2024-10-31,2025-05-04,2026-09-21,324.0,280,0.1574111887227262,7940.0,11509.300530069593,107.0,24,True
SPO-96383,Sports & Outdoors,ZenCraft,Zone C,PrimeParts,contact952@primeparts.com,2024-04-05,,2026-08-17,308.0,225,0.7269055682674421,3216.0,9461.474687082242,0.3841529129842174,44,False
AUT-35673,Automotive,NovaLine,Zone B,DirectImport,contact520@directimport.com,2024-06-19,2025-05-15,2026-07-30,388.0,268,0.8760608404627072,2394.0,3774.6325247694203,19.0,3,False
ELE-41853,Electronics,AlphaEdge,Zone D,PrimeParts,contact869@primeparts.com,2024-12-07,2025-05-23,2026-08-25,16.0,151,1.659942413877667,6914.0,17427.858990237604,,33,True
SPO-48319,Sports & Outdoors,NovaLine,Zone A,DirectImport,contact661@directimport.com,2024-10-06,2025-11-06,2026-06-07,275.0,97,0.32455495749408003,4152.0,2494.061978990845,92.0,29,False
HOM-34107,Home & Kitchen,NovaLine,Zone A,DirectImport,,2024-07-22,2025-07-10,2026-07-18,188.0,188,0.5010849801965919,4423.0,9684.791112085903,161.0,40,False
ELE-98541,Electronics,AlphaEdge,ZONE D,LocalSource,contact701@localsource.com,2024-07-21,2026-02-11,2026-08-05,404.0,137,0.3440692172456299,998.0,3226.7770365649317,83.0,29,True
HOM-84108,Home & Kitchen,AlphaEdge,Zone C,FastShip Pvt,contact429@fastshippvt.com,2024-10-04,2025-05-16,2026-09-21,348.0,173,0.9444359006960587,0.0,0.0,98.0,6,False
AUT-73950,Automotive,SwiftBrand,zone c,FastShip Pvt,contact375@fastshippvt.com,2024-11-07,2025-08-21,2026-07-27,198.0,125,0.9967409218603179,6440.0,19244.494282434483,32.0,43,True
BEA-61422,Beauty,UrbanWave,Zone A,FastShip Pvt,contact216@fastshippvt.com,2024-11-01,2026-03-20,2026-09-01,230.0,130,0.27641923057805184,4309.0,8392.931533146073,,552,True
SPO-20650,Sports & Outdoors,CorePeak,ZONE D,PrimeParts,contact524@primeparts.com,2024-08-23,2025-12-21,2026-05-30,350.0,148,0.7011519590580306,984.0,2278.412866602118,88.0,TBD,True
SPO-97658,Sports & Outdoors,NovaLine,Zone A,DirectImport,contact239@directimport.com,2024-11-12,2025-04-25,2026-06-14,32.0,108,0.5395894105897877,3209478.0,10480565.717944086,35.0,33,True
ELE-31328,Electronics,GenericPlus,ZONE D,LocalSource,contact255@localsource.com,2024-05-03,,2026-07-05,4.0,12,0.297616919094966,2883314.0,5359636.466850127,180.0,4-6 weeks,True
SPO-14252,Sports & Outdoors,TrueForm,Zone D,QuickStock,contact286@quickstock.com,2024-05-28,2025-05-27,2026-06-25,186.0,296,0.8948893809970984,3496.0,5650.902118527204,,842,False
TOY-65640,Toys,NovaLine,Zone B,GlobalTrade Ltd,contact709@globaltradeltd.com,2024-08-16,2025-11-11,2026-06-17,83.0,233,0.9301532493908884,6523.0,14872.845648778764,57.0,16,True
APP-91853,Apparel,ZenCraft,Zone A,SupplyCo India,contact969@supplycoindia.com,2024-08-21,2025-12-20,2026-08-29,58.0,123,0.5236064736076018,1499.0,4093.686990779459,147.0,41,True
APP-25693,Apparel,ZenCraft,ZONE C,DirectImport,,2024-07-10,2025-12-10,2026-08-27,39.0,111,0.3642027920124742,6026.0,3723.2450757617826,96.0,8,False
APP-85538,Apparel,ZenCraft,Zone A,PrimeParts,contact969@primeparts.com,2024-07-15,2025-04-30,2026-08-12,206.0,144,,7255.0,23410.41711451874,144.0,38,True
ELE-14010,Electronics,AlphaEdge,Zone D,PrimeParts,,2024-07-11,2025-04-23,2026-06-22,323.0,88,0.705173460587695,6972.0,10101.182653328924,87.0,34,True
SPO-71232,Sports & Outdoors,AlphaEdge,ZONE C,GlobalTrade Ltd,contact486@globaltradeltd.com,2024-11-24,2025-05-04,2026-06-15,199.0,48,0.9861108639124763,7487.0,11853.32187069608,40.0,40,True
BEA-28222,Beauty,TrueForm,Zone B,GlobalTrade Ltd,,2024-07-25,2025-12-06,2026-05-30,485.0,159,0.3104689156056387,5760.0,16168.597214250834,35.0,7,True
AUT-58633,Automotive,GenericPlus,ZONE A,SupplyCo India,contact246@supplycoindia.com,2024-08-01,2025-04-28,2026-07-12,306.0,249,0.9919073996132175,0.0,0.0,145.0,14,True
SPO-59162,Sports & Outdoors,TrueForm,Zone D,FastShip Pvt,contact310@fastshippvt.com,2024-04-15,2025-07-29,2026-09-01,380.0,11,,6509.0,18395.49739815644,47.0,express,True
HOM-17561,Home & Kitchen,AlphaEdge,Zone B,QuickStock,,2024-09-21,2025-03-28,2026-09-19,220.0,182,0.903062536542461,6713.0,22180.161348676247,109.0,44,True
ELE-79016,Electronics,UrbanWave,Zone A,GlobalTrade Ltd,,2024-05-24,2025-10-03,2026-06-15,441.0,55,0.7029131055242642,3321.0,10518.969747228484,172.0,30,True
HOM-77965,Home & Kitchen,NovaLine,Zone C,GlobalTrade Ltd,,2024-04-25,2025-09-03,2026-08-05,196.0,1,0.9951773883143875,7682.0,18425.844324824957,11.0,on demand,True
SPO-61327,Sports & Outdoors,TrueForm,Zone B,QuickStock,,2024-09-04,2025-12-19,2026-09-04,336.0,18,0.261726235493004,6663.0,9344.321480281638,116.0,31,True
HOM-71910,Home & Kitchen,UrbanWave,Zone A,GlobalTrade Ltd,,2024-05-25,,2026-06-04,172.0,170,3.11931832894964,1049.0,1743.8115767682905,99.0,18,True
SPO-75792,Sports & Outdoors,NovaLine,Zone D,LocalSource,contact391@localsource.com,2024-05-09,2026-02-14,2026-07-08,174.0,168,0.36583995838012373,2209.0,3965.8314005717784,79.0,8,False
HOM-71226,Home & Kitchen,NovaLine,ZONE B,SupplyCo India,contact962@supplycoindia.com,2024-11-09,2026-01-30,2026-09-18,81.0,281,1.3301283179120547,4537.0,9241.553757160706,60.0,34,True
SPO-85043,Sports & Outdoors,NovaLine,Zone D,FastShip Pvt,contact974@fastshippvt.com,2024-04-26,2025-12-14,2026-07-08,29.0,13,,2951923.0,2003578.5576567461,132.0,4,False
HOM-62925,Home & Kitchen,AlphaEdge,zone c,PrimeParts,,2024-09-06,2025-06-14,2026-08-02,19.0,131,0.0969163503925794,7844.0,18631.832852788288,110.0,4,True
APP-14686,Apparel,NovaLine,Zone B,SupplyCo India,contact825@supplycoindia.com,2024-09-21,2025-06-14,2026-07-24,359.0,98,0.8513975738317918,1776.0,2965.5890141266486,,30,True
BEA-57516,Beauty,GenericPlus,Zone C,DirectImport,contact253@directimport.com,2024-05-05,2025-12-06,2026-08-20,408.0,292,0.568525781261401,0.0,0.0,197.0,varies,True
APP-52419,Apparel,AlphaEdge,ZONE A,PrimeParts,contact177@primeparts.com,2024-05-11,2025-10-08,2026-07-09,8.0,165,0.9091940109724588,3341159.0,6576109.937392707,,32,True
SPO-38743,Sports & Outdoors,NovaLine,Zone A,FastShip Pvt,contact779@fastshippvt.com,2024-07-27,2025-07-29,2026-07-08,66.0,101,0.6949316593461694,3422.0,10686.77392554359,191.0,476,True
HOM-12449,Home & Kitchen,TrueForm,Zone B,QuickStock,contact640@quickstock.com,2024-10-28,2025-07-14,2026-07-07,229.0,82,1.0798315671554208,193.0,610.2080115569169,26.0,29,True
TOY-49144,Toys,CorePeak,Zone D,DirectImport,contact341@directimport.com,2024-04-05,2026-02-14,2026-08-17,72.0,227,,7605.0,15460.058886310035,190.0,27,True
HOM-87512,Home & Kitchen,NovaLine,Zone D,FastShip Pvt,,2024-04-21,,2026-08-18,31.0,172,0.4248944498943501,6961.0,15097.31895034541,146.0,28,True
APP-99256,Apparel,AlphaEdge,Zone D,LocalSource,contact997@localsource.com,2024-11-09,2026-01-09,2026-09-17,19.0,201,0.5152782191424973,7042.0,18790.648718969704,158.0,11,False
HOM-62657,Home & Kitchen,AlphaEdge,Zone B,QuickStock,contact296@quickstock.com,2024-06-08,,2026-06-09,348.0,158,0.7051348862103186,3158316.0,4693431.214350605,157.0,10,False
APP-17596,Apparel,AlphaEdge,Zone D,LocalSource,contact408@localsource.com,2024-12-06,2025-07-20,2026-06-17,61.0,99,0.6987175351062332,2393.0,5247.06593766124,38.0,34,True
TOY-42147,Toys,TrueForm,Zone D,GlobalTrade Ltd,contact605@globaltradeltd.com,2024-09-10,2025-08-23,2026-07-12,351.0,47,0.5929547650657313,1487.0,3979.425237897147,65.0,43,True
SPO-97658,Sports & Outdoors,NovaLine,Zone A,DirectImport,contact239@directimport.com,2024-11-12,2025-04-25,2026-06-14,32.0,108,0.5395894105897877,3209478.0,10480565.717944086,35.0,33,True
ELE-49223,Electronics,SwiftBrand,Zone D,LocalSource,contact633@localsource.com,2024-05-03,2025-11-24,2026-09-01,425.0,85,0.7375966833122193,2849.0,7040.352540387164,75.0,16,True
HOM-80785,Home & Kitchen,TrueForm,Zone D,DirectImport,contact426@directimport.com,2024-04-18,2025-09-21,2026-07-23,137.0,293,0.7289010534213922,7389.0,9479.841069434022,112.0,7,True
BEA-39269,Beauty,NovaLine,Zone A,SupplyCo India,contact776@supplycoindia.com,2024-10-13,2025-11-13,2026-07-29,360.0,103,0.9752498090938491,7591.0,17715.842534801173,153.0,17,False
BEA-64722,Beauty,TrueForm,Zone A,SupplyCo India,contact364@supplycoindia.com,2024-09-15,,2026-09-18,-70.0,255,0.9513228946212683,6653.0,21084.3431160312,,11,True
APP-16759,Apparel,UrbanWave,ZONE B,LocalSource,contact432@localsource.com,2024-10-05,2025-12-05,2026-05-29,187.0,151,0.7000958749022755,871.0,1877.0070229963644,130.0,~3 weeks,True
SPO-82063,Sports & Outdoors,UrbanWave,Zone D,DirectImport,contact686@directimport.com,2024-11-23,2025-09-07,2026-06-08,-61.0,11,0.2062814075462751,2427.0,3487.8976568251524,141.0,22,True
HOM-61547,Home & Kitchen,CorePeak,Zone B,DirectImport,contact251@directimport.com,2024-10-27,2025-04-19,2026-07-16,284.0,243,0.9931800831550522,1718.0,4707.28643045784,141.0,41,True
TOY-83204,Toys,CorePeak,Zone B,PrimeParts,,2024-06-27,2025-12-21,2026-07-22,402.0,294,0.7447607715380932,6972.0,18151.425640692425,62.0,11,True
HOM-35444,Home & Kitchen,AlphaEdge,Zone C,PrimeParts,contact885@primeparts.com,2024-05-21,2025-05-03,2026-08-28,495.0,241,0.03747554276411291,5486.0,8119.123108682762,26.0,26,True
HOM-38725,Home & Kitchen,ZenCraft,Zone A,PrimeParts,contact343@primeparts.com,2024-11-27,2025-07-22,2026-07-23,256.0,98,0.9382132536292055,7622.0,11746.72539134881,62.0,23,True
APP-87917,Apparel,TrueForm,Zone B,QuickStock,contact255@quickstock.com,2024-06-16,2025-12-14,2026-09-19,5.0,84,0.597731380614797,1939149.0,6583664.735476656,186.0,778,True
HOM-35444,Home & Kitchen,AlphaEdge,Zone C,PrimeParts,contact885@primeparts.com,2024-05-21,2025-05-03,2026-08-28,495.0,241,0.03747554276411291,5486.0,8119.123108682762,26.0,26,True
HOM-47326,Home & Kitchen,NovaLine,Zone A,DirectImport,contact282@directimport.com,2024-11-19,2025-09-16,2026-07-31,403.0,135,0.8517022376256307,3348.0,7986.524264984859,15.0,11,True
BEA-75969,Beauty,GenericPlus,Zone B,QuickStock,contact884@quickstock.com,2024-07-18,,2026-09-14,103.0,57,0.1374038964475387,6099.0,19463.98288417961,138.0,43,True
ELE-48434,Electronics,AlphaEdge,Zone C,GlobalTrade Ltd,contact617@globaltradeltd.com,2024-06-28,2026-03-12,2026-07-09,241.0,269,0.935265428743329,2021.0,5464.895210421492,,732,True
AUT-38619,Automotive,NovaLine,Zone C,QuickStock,contact632@quickstock.com,2024-09-16,2026-02-03,2026-09-17,102.0,150,0.2759037099051528,2339.0,3609.400643180415,176.0,TBD,False
HOM-72891,Home & Kitchen,AlphaEdge,Zone A,FastShip Pvt,,2024-06-29,,2026-08-11,58.0,30,0.35561752584224915,861.0,2342.007382645852,22.0,28,True
BEA-86025,Beauty,NovaLine,ZONE A,DirectImport,contact377@directimport.com,2024-05-24,2025-04-17,2026-06-06,46.0,246,0.6934721751982095,7556.0,18123.18719576996,112.0,3,True
TOY-34204,Toys,GenericPlus,Zone D,PrimeParts,,2024-04-24,,2026-06-01,124.0,130,0.18477342135196362,2998.0,2736.2842551328035,49.0,22,True
STA-75776,Stationery,CorePeak,Zone B,PrimeParts,contact498@primeparts.com,2024-12-07,2025-09-14,2026-07-06,444.0,227,0.976352403040475,7213.0,13089.978635793039,85.0,11,True
ELE-50298,Electronics,CorePeak,Zone D,QuickStock,contact863@quickstock.com,2024-06-08,2025-07-13,2026-08-28,244.0,92,0.5184518264297943,247.0,499.0792424831663,166.0,20,True
BEA-35545,Beauty,SwiftBrand,zone b,LocalSource,contact975@localsource.com,2024-07-29,2025-09-30,2026-07-02,485.0,116,0.007834491115497944,1772.0,2268.8277072920355,151.0,38,True
ELE-15785,Electronics,GenericPlus,Zone C,DirectImport,contact927@directimport.com,2024-08-13,2025-12-21,2026-09-21,428.0,122,0.45462065453680633,3535.0,11683.621029249549,103.0,TBD,True
TOY-66553,Toys,NovaLine,zone a,FastShip Pvt,contact993@fastshippvt.com,2024-11-28,2025-09-11,2026-09-05,403.0,92,0.16058727706573983,2698.0,4132.592627521843,,10,True
BEA-35412,Beauty,UrbanWave,Zone A,FastShip Pvt,contact431@fastshippvt.com,2024-08-17,2025-06-02,2026-06-28,274.0,197,0.1143530840236,3903.0,12527.636301962932,21.0,13,True
APP-81375,Apparel,UrbanWave,zone d,FastShip Pvt,,2024-04-13,2025-06-13,2026-06-05,-75.0,203,0.8266763764943219,4423.0,5359.391049270381,62.0,858,True
SPO-70629,Sports & Outdoors,UrbanWave,zone c,DirectImport,contact963@directimport.com,2024-07-20,2025-10-26,2026-06-27,288.0,147,0.21920579729663037,664.0,2025.2842341881365,25.0,39,True
ELE-90531,Electronics,CorePeak,Zone B,PrimeParts,contact114@primeparts.com,2024-11-21,2025-12-09,2026-08-27,114.0,160,0.19762365763781475,1149.0,2191.651132814646,174.0,38,True
TOY-71590,Toys,GenericPlus,Zone B,LocalSource,contact397@localsource.com,2024-07-12,2025-10-27,2026-07-20,298.0,215,0.5514972832231421,5012.0,15880.820243281161,140.0,34,True
HOM-70723,Home & Kitchen,ZenCraft,ZONE D,GlobalTrade Ltd,contact422@globaltradeltd.com,2024-06-06,2025-11-12,2026-07-01,110.0,171,0.33362521217377683,4576.0,10624.306955888998,0.564221405517152,~3 weeks,True
HOM-50416,Home & Kitchen,UrbanWave,Zone B,SupplyCo India,contact198@supplycoindia.com,2024-07-10,2025-11-20,2026-07-29,23.0,106,0.6899487165825637,2019070.0,4737481.685286727,86.0,6,True
HOM-48639,Home & Kitchen,TrueForm,Zone A,SupplyCo India,contact209@supplycoindia.com,2024-06-12,2025-07-06,2026-07-29,81.0,35,0.35622283806125776,826.0,473.0909617013442,126.0,on demand,True
STA-35291,Stationery,ZenCraft,Zone D,GlobalTrade Ltd,contact909@globaltradeltd.com,2024-10-21,,2026-07-01,-10.0,186,0.9300362077978753,1528.0,4891.229103610076,,35,True
HOM-58673,Home & Kitchen,ZenCraft,zone b,SupplyCo India,,2024-12-06,2025-05-05,2026-07-14,447.0,145,0.12427379140200101,495.0,1288.197442419589,124.0,16,True
AUT-20773,Automotive,ZenCraft,ZONE A,LocalSource,,2024-12-04,2025-09-18,2026-08-16,454.0,109,0.4951127432884277,2867.0,5630.835581430809,43.0,31,True
APP-45829,Apparel,ZenCraft,ZONE A,FastShip Pvt,,2024-08-02,2025-07-07,2026-08-16,428.0,137,0.7582623333736346,1936.0,2374.5576443673126,43.0,34,True
SPO-96323,Sports & Outdoors,NovaLine,Zone B,GlobalTrade Ltd,,2024-07-03,2025-04-19,2026-07-05,81.0,251,0.23837596035507447,4478.0,6615.971634950853,110.0,26,True
ELE-36167,Electronics,NovaLine,Zone D,QuickStock,contact211@quickstock.com,2024-07-25,2026-01-12,2026-09-08,293.0,209,,1043.0,3347.0025372044115,122.0,5,False
SPO-46826,Sports & Outdoors,SwiftBrand,Zone B,FastShip Pvt,contact772@fastshippvt.com,2024-04-08,2026-01-29,2026-07-18,247.0,164,0.08373157870839787,4319.0,11386.852414749797,,36,True
BEA-56177,Beauty,TrueForm,Zone D,FastShip Pvt,contact432@fastshippvt.com,2024-07-19,2025-10-08,2026-05-31,191.0,285,0.289624765848958,6733.0,12659.740283753383,17.0,729,False
HOM-20605,Home & Kitchen,NovaLine,Zone B,PrimeParts,,2024-04-15,2025-05-03,2026-08-02,194.0,157,0.8276322514589382,5568.0,14266.916346383641,42.0,3,False
HOM-25423,Home & Kitchen,SwiftBrand,Zone D,GlobalTrade Ltd,,2024-11-25,2025-08-11,2026-06-27,79.0,210,0.7972110717877373,6002.0,9300.5702001407,176.0,21,True
BEA-79491,Beauty,ZenCraft,Zone D,PrimeParts,,2024-12-09,2025-08-23,2026-06-26,408.0,278,0.9497330717524731,7811.0,20200.410243555318,171.0,36,False
APP-17893,Apparel,SwiftBrand,Zone D,LocalSource,contact149@localsource.com,2024-10-25,2025-12-05,2026-07-01,5.0,129,0.024442513272142863,2842.0,2044.318913917838,112.0,9,True
BEA-39221,Beauty,AlphaEdge,Zone D,SupplyCo India,contact241@supplycoindia.com,2024-08-01,2025-09-26,2026-07-30,316.0,234,0.07999669320302749,6939.0,9668.47160800643,86.0,27,True
TOY-80037,Toys,ZenCraft,zone a,LocalSource,contact846@localsource.com,2024-12-10,2025-04-10,2026-07-06,253.0,133,2.4996035949217696,679.0,1119.6906290119837,,7,True
ELE-50321,Electronics,NovaLine,Zone A,LocalSource,contact762@localsource.com,2024-09-03,2025-08-11,2026-08-31,98.0,149,0.3574491369467534,4526.0,10202.18094939782,185.0,23,True
TOY-54909,Toys,UrbanWave,Zone A,LocalSource,contact663@localsource.com,2024-04-12,2025-12-23,2026-07-10,315.0,281,0.2250877764911141,4219.0,5515.3252903620505,53.0,~1 month,False
SPO-66464,Sports & Outdoors,AlphaEdge,Zone B,QuickStock,,2024-07-31,2026-02-02,2026-05-31,398.0,76,0.7910877130935837,6084.0,13946.7902911674,133.0,19,True
TOY-13688,Toys,SwiftBrand,Zone B,DirectImport,contact363@directimport.com,2024-11-02,2025-09-02,2026-07-25,243.0,42,0.2112306309043127,1532.0,4485.88399326788,,~3 weeks,True
APP-89295,Apparel,SwiftBrand,Zone D,LocalSource,contact736@localsource.com,2024-09-10,2025-08-07,2026-07-14,475.0,151,0.609114875771694,1533.0,2177.906063664949,80.0,31,True
SPO-92454,Sports & Outdoors,UrbanWave,ZONE B,SupplyCo India,contact797@supplycoindia.com,2024-12-04,2025-11-05,2026-09-12,51.0,253,1.3663901614897311,191.0,246.53815317354645,13.0,8,True
AUT-88113,Automotive,NovaLine,Zone B,DirectImport,contact887@directimport.com,2024-08-01,2025-08-10,2026-07-09,47.0,195,0.31959216081200836,6104.0,11221.098523682398,,38,True
APP-79399,Apparel,SwiftBrand,ZONE D,PrimeParts,contact480@primeparts.com,2024-11-23,2026-02-19,2026-06-17,210.0,94,0.25248774094043447,0.0,0.0,102.0,3,True
AUT-76352,Automotive,AlphaEdge,ZONE C,DirectImport,contact702@directimport.com,2024-07-24,,2026-07-11,417.0,159,0.8077916922902381,3332.0,9186.592514823056,147.0,37,True
TOY-51841,Toys,NovaLine,Zone A,PrimeParts,contact711@primeparts.com,2024-09-15,2025-10-29,2026-07-29,240.0,8,0.6943890061301793,5265.0,11178.855591471789,143.0,3,True
APP-73751,Apparel,AlphaEdge,Zone D,DirectImport,contact178@directimport.com,2024-07-08,2025-10-20,2026-07-28,78.0,26,0.21042338596947718,3639.0,11596.616320560233,0.6164612925638807,30,True
HOM-40525,Home & Kitchen,AlphaEdge,Zone A,GlobalTrade Ltd,,2024-05-11,2025-07-13,2026-06-06,267.0,68,0.8906957599782653,2573.0,4448.799119700229,0.8884293016141606,40,True
APP-11126,Apparel,CorePeak,Zone C,SupplyCo India,,2024-07-22,2025-11-24,2026-08-14,81.0,179,0.7402029713162407,3978.0,8108.546579015158,128.0,16,True
APP-50601,Apparel,NovaLine,zone d,SupplyCo India,contact334@supplycoindia.com,2024-10-28,,2026-07-09,281.0,181,1.871490451616485,3217.0,8758.359823017921,81.0,40,True
APP-16721,Apparel,NovaLine,Zone C,LocalSource,contact548@localsource.com,2024-10-13,,2026-07-02,278.0,7,0.06513549171535638,2192738.0,4232671.48597514,84.0,17,True
BEA-12118,Beauty,NovaLine,Zone D,PrimeParts,,2024-06-23,2026-02-21,2026-08-19,2.0,142,0.5386679549870276,6971.0,12401.859117325517,127.0,41,True
APP-74161,Apparel,SwiftBrand,Zone A,FastShip Pvt,contact551@fastshippvt.com,2024-10-23,2025-11-12,2026-05-29,3.0,65,0.12454370784040714,5897.0,12192.998231302085,,6,False
TOY-89259,Toys,NovaLine,ZONE A,GlobalTrade Ltd,contact420@globaltradeltd.com,2024-12-02,2025-04-26,2026-06-28,481.0,190,0.094635463243538,2072.0,6611.777359184891,153.0,30,True
TOY-71202,Toys,GenericPlus,Zone A,PrimeParts,contact784@primeparts.com,2024-04-06,2025-04-18,2026-07-03,248.0,83,0.8802262740304612,227.0,729.0917031487273,73.0,7,True
TOY-20632,Toys,GenericPlus,Zone A,QuickStock,contact732@quickstock.com,2024-11-18,2026-03-15,2026-07-21,309.0,87,0.18444849112835704,1058.0,2753.46579944406,138.0,495,True
BEA-52073,Beauty,NovaLine,Zone B,LocalSource,,2024-06-21,2025-06-08,2026-06-04,434.0,12,0.3757794735122638,5279.0,10990.84808705074,156.0,39,True
TOY-37601,Toys,TrueForm,Zone B,DirectImport,contact788@directimport.com,2024-07-13,2025-11-13,2026-09-10,175.0,57,0.38372430725161477,2868.0,7656.024236180125,57.0,15,True
TOY-46659,Toys,ZenCraft,ZONE B,GlobalTrade Ltd,contact963@globaltradeltd.com,2024-07-10,2025-07-25,2026-05-30,60.0,123,0.4323363289398736,5257.0,16671.762986121554,73.0,14,True
AUT-13441,Automotive,AlphaEdge,Zone A,GlobalTrade Ltd,contact746@globaltradeltd.com,2024-09-06,2025-06-03,2026-08-26,-44.0,166,0.8631445799443418,1409.0,2359.3348369886553,126.0,4,True
AUT-29773,Automotive,SwiftBrand,Zone A,DirectImport,contact355@directimport.com,2024-07-01,2026-01-09,2026-06-09,401.0,109,0.04027421762571637,6262.0,20888.11449281144,170.0,31,True
ELE-55384,Electronics,AlphaEdge,Zone B,QuickStock,contact972@quickstock.com,2024-04-08,2025-11-03,2026-08-07,403.0,193,0.05481580838942146,1615.0,3858.525554513339,172.0,33,True
SPO-92454,Sports & Outdoors,UrbanWave,ZONE B,SupplyCo India,contact797@supplycoindia.com,2024-12-04,2025-11-05,2026-09-12,51.0,253,1.3663901614897311,191.0,246.53815317354645,13.0,8,True
TOY-97592,Toys,SwiftBrand,Zone B,DirectImport,contact670@directimport.com,2024-04-30,2025-11-25,2026-05-26,104.0,51,0.35441643452730587,5677.0,4288.197337873729,127.0,41,True
HOM-26217,Home & Kitchen,ZenCraft,Zone C,FastShip Pvt,,2024-09-22,2025-08-14,2026-07-30,467.0,155,0.5666659059033645,3782.0,9201.153248569364,80.0,19,True
AUT-92094,Automotive,ZenCraft,Zone D,DirectImport,contact792@directimport.com,2024-12-03,2026-01-01,2026-06-24,70.0,56,0.6737209377921795,3409288.0,4845551.692948702,150.0,12,True
AUT-29830,Automotive,AlphaEdge,ZONE C,FastShip Pvt,contact517@fastshippvt.com,2024-04-30,2025-04-30,2026-08-01,354.0,121,0.7033990732955457,4983.0,7286.566384759798,61.0,16,True
STA-23988,Stationery,AlphaEdge,ZONE C,FastShip Pvt,contact173@fastshippvt.com,2024-08-28,2025-06-11,2026-06-08,142.0,44,0.5617377649838406,5350.0,11460.835930252677,190.0,38,True
BEA-24373,Beauty,UrbanWave,ZONE A,DirectImport,contact664@directimport.com,2024-09-24,2025-07-21,2026-09-17,331.0,284,0.2492200793188124,6073.0,19561.187080491676,65.0,42,True
ELE-19190,Electronics,GenericPlus,Zone A,FastShip Pvt,,2024-08-13,2025-05-20,2026-06-04,101.0,155,0.2117622132750775,2846.0,5796.255514120326,178.0,38,True
SPO-71870,Sports & Outdoors,ZenCraft,ZONE C,PrimeParts,contact330@primeparts.com,2024-07-01,2025-11-14,2026-08-03,248.0,178,0.684165334003433,3483.0,8658.034850835407,71.0,9,True
HOM-23696,Home & Kitchen,ZenCraft,Zone D,PrimeParts,contact519@primeparts.com,2024-10-06,2025-09-02,2026-07-24,75.0,1,0.7600633753482954,6740.0,11695.126774152564,51.0,11,True
ELE-29272,Electronics,AlphaEdge,Zone B,PrimeParts,contact450@primeparts.com,2024-08-05,2025-05-31,2026-07-11,88.0,78,0.13374962692805037,6788.0,3904.9643046410297,123.0,21,True
APP-56358,Apparel,TrueForm,Zone D,DirectImport,contact997@directimport.com,2024-09-28,2025-03-29,2026-08-16,311.0,163,0.022568547608532774,610.0,962.3024491257632,199.0,32,True
BEA-26697,Beauty,ZenCraft,zone d,DirectImport,,2024-11-17,2025-05-28,2026-08-03,121.0,246,0.9363203045559217,3381.0,9801.546532214667,45.0,20,False
AUT-35259,Automotive,UrbanWave,zone b,DirectImport,contact313@directimport.com,2024-07-29,,2026-07-18,108.0,233,0.014471620831488452,7441.0,20075.511340691155,185.0,37,True
SPO-38272,Sports & Outdoors,NovaLine,zone b,SupplyCo India,contact511@supplycoindia.com,2024-08-23,2026-02-27,2026-06-25,465.0,54,0.006163082797770669,3444708.0,6268829.194712177,127.0,6,True
STA-18924,Stationery,SwiftBrand,Zone C,DirectImport,contact927@directimport.com,2024-06-16,2025-05-23,2026-07-25,395.0,6,0.16715598500940398,7781.0,25560.429796091077,166.0,40,True
BEA-74286,Beauty,ZenCraft,zone d,FastShip Pvt,contact912@fastshippvt.com,2024-09-29,2025-06-29,2026-09-04,396.0,58,0.7276210115264218,7959.0,15098.516819250897,198.0,14,False
AUT-21652,Automotive,ZenCraft,Zone C,QuickStock,contact626@quickstock.com,2024-05-12,2026-02-11,2026-09-07,37.0,184,0.775878742909255,379.0,448.62038229393045,56.0,40,True
HOM-93956,Home & Kitchen,CorePeak,zone d,FastShip Pvt,contact953@fastshippvt.com,2024-05-20,2025-08-28,2026-08-01,474.0,157,0.13560131451784196,4907.0,8182.183599253381,95.0,26,True
BEA-50221,Beauty,SwiftBrand,zone b,QuickStock,,2024-06-16,2025-08-05,2026-08-15,124.0,236,0.47479367570070774,5628.0,9679.534707978604,124.0,6,True
ELE-45110,Electronics,TrueForm,Zone C,DirectImport,contact912@directimport.com,2024-07-23,2026-01-09,2026-06-06,144.0,205,1.691697420267118,852.0,1205.3066870399787,,19,True
AUT-97465,Automotive,CorePeak,Zone D,LocalSource,contact335@localsource.com,2024-11-01,,2026-08-01,404.0,70,0.48397127934772066,5345.0,15781.005556978871,111.0,38,True
